Loan Amount,Loan-to-Value Ratio,Intro Rate Period,Property Value,Income,Debt-to-Income Ratio,Term 360,Conforming,Race,Ethnicity,Sex,Interest Rate
935000.0,0.6127900000000001,120.0,1525000.0,140000.0,0.42,1.0,0.0,White,Non-Hispanic,Female,0.03625
365000.0,0.8987999999999999,86.0,415000.0,187000.0,0.47,1.0,1.0,White,Non-Hispanic,Male,0.03125
165000.0,0.9818,0.0,165000.0,37000.0,0.4,1.0,1.0,White,Non-Hispanic,Female,0.055
615000.0,0.39677,0.0,1555000.0,187000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.03625
335000.0,0.6142,0.0,545000.0,160000.0,0.33,0.0,1.0,Asian,Non-Hispanic,Male,0.04125
325000.0,1.0,0.0,325000.0,99000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.0475
215000.0,0.965,0.0,225000.0,65000.0,0.48,1.0,1.0,White,Non-Hispanic,Female,0.0399
395000.0,0.95,0.0,425000.0,143000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0525
355000.0,0.9499,0.0,375000.0,115000.0,0.49,1.0,1.0,White,Non-Hispanic,Male,0.0525
65000.0,1.0,0.0,65000.0,37000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04625
155000.0,0.965,0.0,155000.0,29000.0,0.46,1.0,1.0,White,Hispanic,Male,0.04375
105000.0,0.875,0.0,125000.0,57000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.05
145000.0,0.56,0.0,255000.0,75000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.05125
115000.0,0.7497499999999999,0.0,155000.0,31000.0,0.43,1.0,1.0,White,Non-Hispanic,Female,0.0475
165000.0,0.9081,0.0,185000.0,43000.0,0.49,1.0,1.0,Asian,Non-Hispanic,Male,0.04625
85000.0,0.965,0.0,95000.0,0.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.05625
85000.0,0.75,0.0,115000.0,23000.0,0.39,1.0,1.0,White,Hispanic,Male,0.05
215000.0,0.965,0.0,225000.0,98000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.045
145000.0,0.8,0.0,175000.0,48000.0,0.49,1.0,1.0,White,Non-Hispanic,Female,0.045
185000.0,0.9818,0.0,185000.0,55000.0,0.45,1.0,1.0,White,Non-Hispanic,Female,0.05
205000.0,0.8,0.0,255000.0,86000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.04625
345000.0,1.005,0.0,365000.0,0.0,0.41,1.0,1.0,White,Hispanic,Female,0.0525
165000.0,0.58,0.0,295000.0,58000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0425
95000.0,0.8,0.0,115000.0,50000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.055
145000.0,0.8,0.0,175000.0,90000.0,0.43,1.0,1.0,White,Non-Hispanic,Female,0.05
265000.0,0.965,0.0,265000.0,74000.0,0.55,1.0,1.0,Black,Non-Hispanic,Female,0.05
185000.0,0.97,0.0,185000.0,45000.0,0.37,1.0,1.0,White,Non-Hispanic,Male,0.04375
155000.0,0.94972,0.0,165000.0,47000.0,0.4,1.0,1.0,White,Non-Hispanic,Male,0.045
165000.0,0.8,0.0,215000.0,92000.0,0.37,1.0,1.0,White,Non-Hispanic,Female,0.0499
155000.0,1.01009,0.0,155000.0,68000.0,0.4,1.0,1.0,White,Non-Hispanic,Male,0.05125
175000.0,0.8,0.0,215000.0,77000.0,0.44,1.0,1.0,White,Non-Hispanic,Female,0.0525
165000.0,0.965,0.0,175000.0,32000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.045
145000.0,1.015,0.0,155000.0,43000.0,0.39,1.0,1.0,White,Hispanic,Female,0.055
545000.0,0.965,0.0,555000.0,69000.0,0.75,1.0,1.0,Black,Non-Hispanic,Female,0.04875
45000.0,0.8,0.0,55000.0,24000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.055
125000.0,0.97,0.0,135000.0,48000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.05125
75000.0,1.0,0.0,75000.0,32000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.0499
215000.0,0.97,0.0,215000.0,44000.0,0.4,1.0,1.0,White,Hispanic,Male,0.04999
305000.0,1.0,0.0,305000.0,71000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.05
445000.0,0.95,0.0,475000.0,117000.0,0.4,1.0,1.0,Asian,Non-Hispanic,Male,0.045
345000.0,0.97,0.0,355000.0,86000.0,0.47,1.0,1.0,Black,Non-Hispanic,Female,0.05125
255000.0,0.9819,0.0,265000.0,94000.0,0.45,1.0,1.0,Asian,Non-Hispanic,Female,0.04875
125000.0,0.8,0.0,155000.0,57000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.04625
185000.0,0.8,0.0,225000.0,130000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0475
165000.0,0.965,0.0,165000.0,95000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.055
135000.0,0.965,0.0,135000.0,95000.0,0.36,1.0,1.0,White,Non-Hispanic,Female,0.05125
155000.0,0.988,0.0,165000.0,55000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.052
315000.0,0.8,0.0,385000.0,170000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.04625
205000.0,0.8,0.0,265000.0,112000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.04
85000.0,1.00341,0.0,85000.0,39000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.0425
175000.0,0.92496,0.0,195000.0,30000.0,0.48,1.0,1.0,White,Hispanic,Female,0.05
175000.0,0.982,0.0,175000.0,63000.0,0.39,1.0,1.0,White,Hispanic,Male,0.04875
575000.0,0.8,120.0,715000.0,140000.0,0.4,1.0,1.0,White,Non-Hispanic,Male,0.0425
255000.0,0.43882,0.0,565000.0,81000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.03875
195000.0,0.965,0.0,195000.0,63000.0,0.47,1.0,1.0,White,Non-Hispanic,Female,0.04625
425000.0,0.97,0.0,435000.0,207000.0,0.36,1.0,1.0,White,Non-Hispanic,Male,0.0525
335000.0,0.94516,0.0,345000.0,76000.0,0.55,1.0,1.0,Black,Non-Hispanic,Male,0.04875
265000.0,0.95,0.0,285000.0,90000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.04625
165000.0,0.97,0.0,165000.0,55000.0,0.38,1.0,1.0,Black,Non-Hispanic,Female,0.05875
365000.0,0.8,0.0,455000.0,81000.0,0.41,1.0,1.0,White,Non-Hispanic,Male,0.0475
95000.0,0.9,0.0,105000.0,49000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.04875
95000.0,0.965,0.0,105000.0,35000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04625
315000.0,0.8,0.0,395000.0,101000.0,0.42,1.0,1.0,White,Non-Hispanic,Female,0.0425
185000.0,0.8,0.0,225000.0,59000.0,0.45,0.0,1.0,White,Non-Hispanic,Male,0.03875
225000.0,0.97,0.0,235000.0,47000.0,0.44,1.0,1.0,White,Hispanic,Male,0.03875
315000.0,0.965,0.0,325000.0,90000.0,0.47,1.0,1.0,White,Non-Hispanic,Female,0.0425
205000.0,0.7859999999999999,0.0,255000.0,132000.0,0.37,1.0,1.0,White,Non-Hispanic,Male,0.05125
245000.0,0.97,0.0,255000.0,71000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0475
185000.0,0.8,0.0,235000.0,173000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.0499
185000.0,0.965,0.0,195000.0,54000.0,0.44,1.0,1.0,White,Non-Hispanic,Female,0.0525
145000.0,0.98188,0.0,5000.0,42000.0,0.49,1.0,1.0,White,Non-Hispanic,Male,0.045
375000.0,0.73819,0.0,505000.0,71000.0,0.42,1.0,1.0,Asian,Non-Hispanic,Male,0.045
405000.0,0.85,0.0,475000.0,150000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0463
435000.0,1.0,0.0,425000.0,92000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04375
205000.0,0.965,0.0,205000.0,55000.0,0.55,1.0,1.0,White,Hispanic,Male,0.05
315000.0,0.9187,0.0,355000.0,86000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.05125
455000.0,0.9963,0.0,465000.0,129000.0,0.55,1.0,0.0,White,Non-Hispanic,Male,0.045
265000.0,0.59,0.0,455000.0,70000.0,0.46,1.0,1.0,White,Non-Hispanic,Female,0.0463
155000.0,0.43479,0.0,345000.0,53000.0,0.41,1.0,1.0,White,Non-Hispanic,Female,0.05
115000.0,0.725,0.0,165000.0,28000.0,0.47,1.0,1.0,White,Non-Hispanic,Female,0.05125
455000.0,0.5617,120.0,815000.0,200000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.03875
25000.0,0.97,0.0,35000.0,23000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.0533999999999999
395000.0,0.85,0.0,465000.0,266000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0475
305000.0,0.9,0.0,345000.0,85000.0,0.37,1.0,1.0,White,Non-Hispanic,Female,0.0475
275000.0,0.97,0.0,285000.0,83000.0,0.36,1.0,1.0,White,Non-Hispanic,Male,0.04875
175000.0,1.015,0.0,175000.0,42000.0,0.41,1.0,1.0,Black,Non-Hispanic,Female,0.04875
315000.0,0.9091,0.0,355000.0,85000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0375
165000.0,0.97,0.0,175000.0,60000.0,0.25,1.0,1.0,White,Hispanic,Male,0.04625
105000.0,1.0,0.0,105000.0,43000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.05
195000.0,0.965,0.0,195000.0,82000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.04625
125000.0,0.8,0.0,155000.0,38000.0,0.37,1.0,1.0,White,Non-Hispanic,Female,0.045
315000.0,0.8561,0.0,395000.0,166000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.045
195000.0,0.95,0.0,205000.0,101000.0,0.46,1.0,1.0,Black,Non-Hispanic,Female,0.0575
285000.0,0.95,0.0,305000.0,105000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0475
175000.0,0.9351,0.0,195000.0,49000.0,0.39,1.0,1.0,White,Non-Hispanic,Male,0.045
695000.0,0.85,0.0,815000.0,122000.0,0.46,1.0,1.0,Black,Non-Hispanic,Male,0.0525
335000.0,0.8,0.0,425000.0,100000.0,0.33,1.0,1.0,Asian,Non-Hispanic,Male,0.05
215000.0,0.95,0.0,235000.0,38000.0,0.44,1.0,1.0,Asian,Non-Hispanic,Male,0.0475
55000.0,0.95,0.0,65000.0,34000.0,0.48,1.0,1.0,White,Hispanic,Male,0.046
195000.0,0.85,0.0,245000.0,69000.0,0.43,1.0,1.0,White,Non-Hispanic,Female,0.0487999999999999
395000.0,1.0,0.0,385000.0,111000.0,0.46,1.0,1.0,Black,Non-Hispanic,Female,0.04625
205000.0,1.0,121.0,225000.0,82000.0,0.42,1.0,1.0,White,Hispanic,Male,0.04375
355000.0,0.95,0.0,375000.0,90000.0,0.43,1.0,1.0,White,Hispanic,Male,0.05
115000.0,0.965,0.0,125000.0,56000.0,0.44,1.0,1.0,Black,Non-Hispanic,Male,0.0425
305000.0,1.0,0.0,295000.0,70000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.0475
355000.0,0.6034,0.0,585000.0,331000.0,0.41,0.0,1.0,White,Non-Hispanic,Male,0.03875
165000.0,0.8,0.0,205000.0,32000.0,0.47,1.0,1.0,White,Non-Hispanic,Female,0.04375
355000.0,0.8,0.0,445000.0,151000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.04125
235000.0,0.8,0.0,295000.0,74000.0,0.43,1.0,1.0,White,Non-Hispanic,Female,0.04625
205000.0,0.55874,0.0,365000.0,60000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.045
295000.0,0.8,0.0,365000.0,67000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.04875
155000.0,0.6934999999999999,0.0,225000.0,74000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0425
435000.0,0.99997,0.0,435000.0,84000.0,0.47,1.0,1.0,White,Hispanic,Male,0.04375
185000.0,0.965,0.0,195000.0,61000.0,0.44,1.0,1.0,White,Hispanic,Male,0.0375
115000.0,0.45082,0.0,245000.0,83000.0,0.38,1.0,1.0,White,Non-Hispanic,Male,0.04875
175000.0,0.98188,0.0,175000.0,57000.0,0.55,1.0,1.0,White,Non-Hispanic,Female,0.0525
315000.0,0.8,0.0,395000.0,127000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.0389
455000.0,0.71396,84.0,635000.0,191000.0,0.41,1.0,1.0,White,Non-Hispanic,Male,0.0399
265000.0,1.0,0.0,255000.0,68000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.03375
85000.0,0.965,0.0,85000.0,45000.0,0.42,1.0,1.0,White,Non-Hispanic,Female,0.04625
45000.0,1.0667,0.0,45000.0,31000.0,0.33,1.0,1.0,White,Hispanic,Male,0.0425
115000.0,0.8,0.0,145000.0,72000.0,0.25,0.0,1.0,White,Non-Hispanic,Female,0.04375
185000.0,0.9854,0.0,185000.0,64000.0,0.36,1.0,1.0,White,Hispanic,Male,0.04875
245000.0,0.965,0.0,255000.0,62000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.04375
255000.0,0.8859,0.0,285000.0,44000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.04875
335000.0,0.5827,84.0,575000.0,325000.0,0.1,1.0,1.0,Asian,Non-Hispanic,Male,0.03
55000.0,0.965,0.0,55000.0,38000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0575
135000.0,0.95,0.0,145000.0,61000.0,0.39,1.0,1.0,White,Non-Hispanic,Female,0.0525
145000.0,0.8,61.0,175000.0,42000.0,0.48,1.0,1.0,White,Non-Hispanic,Male,0.07875
215000.0,0.95,0.0,235000.0,145000.0,0.45,1.0,1.0,White,Non-Hispanic,Female,0.045
185000.0,0.9,0.0,205000.0,80000.0,0.1,1.0,1.0,White,Non-Hispanic,Female,0.0475
395000.0,0.94,0.0,425000.0,135000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.0425
195000.0,0.85,0.0,225000.0,80000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.04625
445000.0,0.85,0.0,525000.0,95000.0,0.43,1.0,1.0,Asian,Non-Hispanic,Male,0.04625
225000.0,1.01406,0.0,225000.0,74000.0,0.45,1.0,1.0,White,Hispanic,Male,0.045
1545000.0,0.7,0.0,2205000.0,359000.0,0.42,1.0,0.0,Asian,Non-Hispanic,Female,0.035
195000.0,0.9871,0.0,195000.0,43000.0,0.38,1.0,1.0,White,Non-Hispanic,Female,0.0425
185000.0,1.0,0.0,185000.0,71000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.04875
365000.0,0.9,0.0,405000.0,77000.0,0.42,1.0,1.0,White,Non-Hispanic,Female,0.04375
195000.0,1.0,0.0,195000.0,73000.0,0.39,1.0,1.0,White,Hispanic,Male,0.04625
275000.0,0.965,0.0,285000.0,97000.0,0.55,1.0,1.0,Black,Non-Hispanic,Male,0.05125
185000.0,0.9991,0.0,195000.0,62000.0,0.33,1.0,1.0,White,Hispanic,Female,0.06125
135000.0,0.8,0.0,165000.0,90000.0,0.45,0.0,1.0,White,Non-Hispanic,Female,0.04375
175000.0,1.0,84.0,175000.0,50000.0,0.4,1.0,1.0,White,Non-Hispanic,Female,0.045
145000.0,0.8,0.0,175000.0,48000.0,0.25,1.0,1.0,White,Hispanic,Female,0.04125
275000.0,0.9,0.0,315000.0,88000.0,0.47,1.0,1.0,White,Non-Hispanic,Female,0.0525
125000.0,0.97,0.0,135000.0,34000.0,0.45,1.0,1.0,White,Non-Hispanic,Male,0.055
195000.0,0.965,0.0,195000.0,50000.0,0.42,1.0,1.0,White,Non-Hispanic,Female,0.05
115000.0,0.9104,0.0,125000.0,48000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.045
285000.0,0.7930521,0.0,365000.0,68000.0,0.46,1.0,1.0,White,Non-Hispanic,Female,0.0425
375000.0,0.95,0.0,395000.0,128000.0,0.37,1.0,1.0,White,Non-Hispanic,Male,0.04875
455000.0,0.6419,0.0,1105000.0,425000.0,0.33,1.0,1.0,White,Hispanic,Male,0.04875
85000.0,0.7868200000000001,0.0,115000.0,40000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.0475
525000.0,0.6,0.0,875000.0,598000.0,0.1,1.0,1.0,White,Non-Hispanic,Female,0.0375
315000.0,0.8,0.0,405000.0,77000.0,0.38,1.0,1.0,White,Non-Hispanic,Male,0.0475
135000.0,0.97,0.0,145000.0,76000.0,0.44,1.0,1.0,White,Hispanic,Male,0.0475
205000.0,1.0409,0.0,225000.0,43000.0,0.38,1.0,1.0,White,Hispanic,Male,0.04875
155000.0,1.0,0.0,155000.0,52000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.04875
85000.0,0.8,0.0,105000.0,35000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.04375
195000.0,0.95,0.0,215000.0,83000.0,0.41,1.0,1.0,White,Non-Hispanic,Male,0.0475
2175000.0,0.7,84.0,3105000.0,252000.0,0.44,1.0,0.0,White,Non-Hispanic,Male,0.0325
325000.0,0.8904099999999999,0.0,365000.0,139000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.045
275000.0,0.965,0.0,285000.0,66000.0,0.55,1.0,1.0,Black,Non-Hispanic,Female,0.04875
415000.0,0.8,0.0,515000.0,110000.0,0.38,1.0,1.0,White,Non-Hispanic,Male,0.045
245000.0,0.9,0.0,275000.0,68000.0,0.36,1.0,1.0,Asian,Non-Hispanic,Male,0.045
265000.0,0.7,60.0,385000.0,144000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.07125
245000.0,0.8,0.0,305000.0,100000.0,0.47,1.0,1.0,White,Non-Hispanic,Female,0.04125
195000.0,1.0,0.0,195000.0,105000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.0425
195000.0,1.0,0.0,195000.0,57000.0,0.49,1.0,1.0,White,Hispanic,Male,0.0487999999999999
175000.0,0.97,0.0,185000.0,68000.0,0.37,1.0,1.0,White,Non-Hispanic,Female,0.055
125000.0,0.9699,0.0,135000.0,37000.0,0.47,1.0,1.0,White,Non-Hispanic,Female,0.0509
155000.0,0.9,0.0,165000.0,34000.0,0.42,1.0,1.0,White,Non-Hispanic,Female,0.05
405000.0,0.8,0.0,505000.0,194000.0,0.33,1.0,1.0,Asian,Non-Hispanic,Male,0.0425
135000.0,0.75,0.0,185000.0,85000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04875
215000.0,1.0,0.0,235000.0,58000.0,0.55,1.0,1.0,White,Non-Hispanic,Male,0.045
215000.0,0.8,0.0,265000.0,80000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.05375
275000.0,0.75,0.0,365000.0,74000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.04125
155000.0,0.8,0.0,195000.0,50000.0,0.36,1.0,1.0,White,Non-Hispanic,Female,0.04875
425000.0,0.97,0.0,465000.0,124000.0,0.33,1.0,1.0,Black,Hispanic,Female,0.0475
315000.0,1.0,0.0,305000.0,60000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.04375
305000.0,0.92569,60.0,325000.0,73000.0,0.55,1.0,1.0,White,Non-Hispanic,Female,0.045
385000.0,0.97,0.0,395000.0,102000.0,0.43,1.0,1.0,White,Non-Hispanic,Female,0.0425
185000.0,0.92327,0.0,205000.0,40000.0,0.55,1.0,1.0,White,Non-Hispanic,Female,0.04
305000.0,0.9818,0.0,315000.0,99000.0,0.25,1.0,1.0,White,Hispanic,Male,0.045
725000.0,0.90339,0.0,795000.0,150000.0,0.46,1.0,1.0,Asian,Non-Hispanic,Male,0.04625
405000.0,1.0,0.0,395000.0,187000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04875
235000.0,0.9818,0.0,235000.0,78000.0,0.55,1.0,1.0,Black,Non-Hispanic,Male,0.045
435000.0,0.9962,0.0,445000.0,84000.0,0.55,1.0,1.0,Black,Non-Hispanic,Male,0.03875
175000.0,1.0,0.0,175000.0,60000.0,0.55,1.0,1.0,White,Hispanic,Male,0.0475
35000.0,0.97,0.0,35000.0,19000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.06
265000.0,0.8,0.0,335000.0,68000.0,0.38,1.0,1.0,White,Non-Hispanic,Female,0.04625
275000.0,0.965,0.0,275000.0,65000.0,0.46,1.0,1.0,White,Hispanic,Male,0.05
285000.0,0.9,0.0,315000.0,96000.0,0.36,1.0,1.0,White,Non-Hispanic,Female,0.04625
265000.0,0.7909999999999999,0.0,335000.0,52000.0,0.55,1.0,1.0,White,Non-Hispanic,Female,0.0475
445000.0,0.9,0.0,495000.0,202000.0,0.41,1.0,1.0,Asian,Non-Hispanic,Male,0.04375
175000.0,1.0,0.0,175000.0,45000.0,0.47,1.0,1.0,Black,Non-Hispanic,Male,0.0525
205000.0,0.965,0.0,215000.0,43000.0,0.55,1.0,1.0,White,Hispanic,Male,0.0487999999999999
185000.0,0.965,0.0,185000.0,59000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.0499
215000.0,0.965,0.0,215000.0,62000.0,0.45,1.0,1.0,White,Non-Hispanic,Female,0.04625
175000.0,0.7189,0.0,245000.0,59000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.0475
195000.0,0.7037,0.0,275000.0,186000.0,0.1,1.0,1.0,White,Non-Hispanic,Female,0.0425
125000.0,0.75,0.0,165000.0,60000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.05125
225000.0,0.8,0.0,285000.0,63000.0,0.45,1.0,1.0,White,Non-Hispanic,Female,0.0499
145000.0,0.9,0.0,165000.0,117000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.05375
105000.0,0.97,0.0,115000.0,50000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.03625
205000.0,0.95,0.0,215000.0,102000.0,0.49,1.0,1.0,White,Non-Hispanic,Male,0.0525
85000.0,0.99939,0.0,85000.0,44000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.04875
315000.0,0.95,0.0,335000.0,105000.0,0.43,1.0,1.0,White,Non-Hispanic,Female,0.04375
295000.0,0.9,0.0,325000.0,46000.0,0.46,1.0,1.0,White,Non-Hispanic,Male,0.0425
175000.0,0.97,0.0,185000.0,46000.0,0.42,1.0,1.0,White,Hispanic,Male,0.05875
105000.0,0.965,0.0,105000.0,43000.0,0.43,1.0,1.0,White,Non-Hispanic,Male,0.0475
455000.0,0.85,0.0,535000.0,165000.0,0.25,1.0,0.0,White,Non-Hispanic,Male,0.0475
265000.0,0.59106,0.0,445000.0,47000.0,0.46,1.0,1.0,White,Non-Hispanic,Male,0.04
215000.0,0.97,0.0,215000.0,70000.0,0.47,1.0,1.0,White,Non-Hispanic,Female,0.04625
135000.0,1.0043,0.0,135000.0,38000.0,0.49,1.0,1.0,White,Hispanic,Male,0.0375
125000.0,1.015,0.0,125000.0,37000.0,0.48,1.0,1.0,White,Non-Hispanic,Male,0.0475
195000.0,0.9,0.0,215000.0,60000.0,0.33,1.0,1.0,White,Non-Hispanic,Female,0.0475
85000.0,0.8273999999999999,0.0,95000.0,65000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.05
255000.0,0.8787999999999999,0.0,285000.0,49000.0,0.4,1.0,1.0,White,Non-Hispanic,Male,0.04625
35000.0,0.6570999999999999,0.0,55000.0,39000.0,0.33,1.0,1.0,Black,Non-Hispanic,Male,0.04875
165000.0,0.95,0.0,175000.0,58000.0,0.43,1.0,1.0,White,Hispanic,Male,0.05
215000.0,0.97,0.0,215000.0,57000.0,0.42,1.0,1.0,White,Non-Hispanic,Male,0.0475
245000.0,0.965,0.0,245000.0,70000.0,0.55,1.0,1.0,Asian,Non-Hispanic,Male,0.05125
235000.0,0.8,0.0,295000.0,180000.0,0.1,1.0,1.0,White,Non-Hispanic,Male,0.055
685000.0,0.8,60.0,865000.0,310000.0,0.25,1.0,0.0,White,Non-Hispanic,Female,0.06625
115000.0,0.50261,0.0,235000.0,46000.0,0.55,1.0,1.0,White,Non-Hispanic,Female,0.0475
185000.0,0.965,0.0,195000.0,86000.0,0.55,1.0,1.0,White,Non-Hispanic,Female,0.05
55000.0,0.6470600000000001,0.0,85000.0,41000.0,0.25,0.0,1.0,White,Hispanic,Male,0.05
495000.0,0.8,0.0,625000.0,136000.0,0.45,1.0,1.0,Asian,Non-Hispanic,Male,0.045
375000.0,0.99059,0.0,365000.0,80000.0,0.41,1.0,1.0,White,Non-Hispanic,Female,0.04625
1205000.0,0.48,0.0,2505000.0,911000.0,0.1,1.0,0.0,White,Non-Hispanic,Male,0.04125
415000.0,0.95,0.0,445000.0,95000.0,0.37,1.0,1.0,White,Hispanic,Male,0.045
135000.0,1.0101,0.0,135000.0,41000.0,0.33,1.0,1.0,Black,Non-Hispanic,Female,0.04125
225000.0,0.8,0.0,285000.0,143000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.045
295000.0,0.95,0.0,315000.0,84000.0,0.42,1.0,1.0,White,Non-Hispanic,Female,0.04999
435000.0,0.95,0.0,465000.0,292000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.04875
195000.0,0.89,0.0,215000.0,50000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.04625
375000.0,0.85,60.0,445000.0,87000.0,0.45,1.0,1.0,Asian,Non-Hispanic,Male,0.03375
675000.0,0.5432,0.0,1255000.0,711000.0,0.25,0.0,1.0,White,Non-Hispanic,Male,0.04
175000.0,0.97,0.0,175000.0,36000.0,0.49,1.0,1.0,White,Hispanic,Female,0.04875
65000.0,0.95,0.0,75000.0,52000.0,0.33,0.0,1.0,White,Non-Hispanic,Male,0.0437
385000.0,0.95,0.0,405000.0,129000.0,0.45,1.0,1.0,White,Non-Hispanic,Male,0.0475
65000.0,0.41265,0.0,145000.0,35000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.03875
215000.0,1.0,0.0,215000.0,64000.0,0.39,1.0,1.0,White,Non-Hispanic,Male,0.045
245000.0,0.95,0.0,265000.0,99000.0,0.36,1.0,1.0,Asian,Non-Hispanic,Female,0.04125
305000.0,0.95,0.0,315000.0,65000.0,0.55,1.0,1.0,Asian,Non-Hispanic,Male,0.05125
175000.0,0.97,0.0,185000.0,81000.0,0.33,1.0,1.0,Black,Non-Hispanic,Male,0.04875
285000.0,1.0088,0.0,295000.0,55000.0,0.45,1.0,1.0,White,Non-Hispanic,Male,0.05
175000.0,0.98188,0.0,185000.0,36000.0,0.47,1.0,1.0,Black,Non-Hispanic,Female,0.0475
415000.0,0.95,0.0,435000.0,125000.0,0.25,1.0,1.0,White,Non-Hispanic,Female,0.04375
75000.0,0.97,0.0,85000.0,47000.0,0.25,1.0,1.0,White,Non-Hispanic,Male,0.06
55000.0,0.97,0.0,65000.0,46000.0,0.43,1.0,1.0,Black,Non-Hispanic,Female,0.0525
525000.0,0.8,0.0,655000.0,365000.0,0.25,1.0,0.0,Asian,Non-Hispanic,Male,0.0425
795000.0,0.8,0.0,995000.0,147000.0,0.44,1.0,1.0,White,Non-Hispanic,Male,0.045
655000.0,1.0,0.0,655000.0,250000.0,0.45,1.0,0.0,White,Non-Hispanic,Male,0.0449
455000.0,0.93,0.0,535000.0,103000.0,0.49,1.0,1.0,White,Non-Hispanic,Male,0.05
255000.0,0.97,0.0,265000.0,131000.0,0.33,1.0,1.0,White,Non-Hispanic,Male,0.04125
