Mortgage,Balance,Amount Past Due,Delinquency,Inquiry,Open Trade,Utilization,Gender,Race,Status
242740.22,2947.74,0,0,0,0,0.41662743,1,1,1
263470.21,800.17,370.68,2,1,0,0.696469251,0,1,0
119643.24,655.23,0,0,0,0,0.475877899,0,0,0
156432.29,334.94,0,0,0,0,0.321994357,0,0,1
347116.56,367.58,0,0,0,0,0.138664493,0,1,1
210155.88,1849.81,0,0,0,0,0.978802276,0,1,0
172986.53,778.53,521.78,5,2,0,0.455889766,0,0,0
254289.85,1520.44,0,0,0,0,0.515476179,1,1,1
290697.83,139.09,0,0,0,0,0.06951439,0,1,1
174530.12,2382.15,1820.01,5,2,0,0.91506151,1,0,0
150287.73,3596.53,1945.68,3,0,0,0.647995615,1,0,1
204266.2,872.97,0,0,0,0,0.690049395,1,1,0
196476.8,2133.65,115.24,1,1,0,0.779542109,1,0,0
308490.27,1447.32,943.52,4,1,0,0.975492992,0,1,0
163221.06,1913.22,0,0,0,0,0.564517313,1,0,1
182342.51,684.42,0,0,1,1,0.738944643,0,0,0
395874.13,497.15,0,0,0,0,0.562684833,0,1,1
458841,375.47,137.77,1,1,1,0.244341853,0,1,1
198990.12,443.01,0,0,0,0,0.370183002,0,0,1
343454.34,997.96,131.92,4,1,0,0.264753698,1,1,0
189220.96,1455.51,1105.43,2,0,0,0.745561422,0,1,0
277688.54,1589.96,0,0,0,0,0.50741328,1,1,1
239103.92,241.2,130.66,5,0,0,0.202877037,0,1,0
178367.69,114.07,37.57,1,0,0,0.085832453,0,1,0
141323.34,1067.3,0,0,0,0,0.500941154,0,0,0
219886.56,1193.91,323.41,3,1,1,0.267624852,1,1,1
194522.04,918.25,0,0,0,0,0.639655334,0,0,0
215314.13,274.45,0,0,0,0,0.384907967,0,1,0
140436.03,1243.46,0,0,0,0,0.888659756,0,0,0
317834.66,1468.43,0,0,1,1,0.610718854,1,1,1
196198.46,530.28,0,0,0,0,0.800120301,0,1,0
254799.22,187.38,0,0,0,0,0.297127954,0,1,1
689634.73,68.85,0,0,0,0,0.128642644,0,1,1
349798.83,58.49,25.99,1,0,0,0.103399298,0,1,1
324398.89,33.88,23.38,1,0,0,0.024843317,0,1,1
282513.93,1021.92,604.74,2,0,0,0.923101697,0,1,0
242158.14,246.15,0,0,0,0,0.098103023,0,1,1
253739.09,94.7,16.78,1,0,0,0.138540238,0,1,0
262320.34,492.66,169.04,2,1,0,0.09691398,1,1,1
141416.79,735.18,0,0,0,0,0.754664968,0,0,1
241098.03,1295.33,1230.13,2,0,0,0.333033924,1,1,0
203129.69,1330.79,0,0,0,0,0.236026844,1,1,1
140395.75,84.12,0,0,0,0,0.123053803,0,0,0
159316.2,994.82,0,0,0,0,0.756099965,0,1,1
159100.19,580.73,89.65,5,0,0,0.515751354,1,0,0
283132.38,362.97,0,0,1,0,0.347188809,0,1,1
274577.96,1714.81,0,0,0,0,0.869706735,1,1,1
158081.57,615.79,261.1,1,1,1,0.31692738,1,1,0
345278.74,2861.43,2738.41,3,1,0,0.800329057,0,1,0
447220.94,238.41,0,0,0,0,0.321816036,0,1,1
360838.68,1177.52,0,0,0,0,0.246712028,1,1,1
219900.32,295.66,139.79,2,1,0,0.15797797,1,1,0
214159.37,851.27,0,0,0,0,0.237745934,1,1,1
137783.71,464.08,0,0,0,0,0.141338143,1,0,1
183984.69,2121.24,1942.06,3,0,0,0.438785074,1,0,1
414309.14,142.45,87.35,2,1,1,0.129509898,0,1,0
364584.28,599.34,135.23,2,1,1,0.168237088,1,1,0
167661.88,692.16,533.98,1,0,0,0.407982231,1,0,0
202898.84,414.51,0,0,1,0,0.262522701,0,1,0
202276.9,1457.71,0,0,0,0,0.304498974,1,1,1
158782.47,4022.93,0,0,0,0,0.780164191,1,0,0
155307.86,802.23,0,0,0,0,0.350706765,1,0,1
198562.55,168.87,26.91,1,1,0,0.237836416,1,1,0
528358.58,180.12,0,0,0,0,0.105101079,1,1,1
388085.95,803.58,150.46,4,1,0,0.236571774,1,0,1
319768.67,1068.05,874.82,4,0,0,0.59789252,0,1,0
265314.35,435.84,98.41,5,5,4,0.181515988,1,1,0
323659.39,1559.73,0,0,0,0,0.454649158,1,1,1
202275.07,1604.01,820.44,2,1,0,0.844920209,1,1,1
210721.96,263.64,0,0,0,0,0.167371643,0,1,1
209915.55,479.58,0,0,0,0,0.197208713,0,1,1
203476.1,1280.22,1243.38,5,1,0,0.358652508,0,1,0
195072.28,436.04,45.3,1,1,1,0.258149669,1,1,0
183805.31,1439.39,0,0,0,0,0.722026889,1,1,0
367137.67,1105.68,852.46,3,1,1,0.572003741,0,1,0
466058.78,785.86,0,0,0,0,0.632800729,0,1,1
275510.98,4841.74,0,0,0,0,0.733559068,1,1,0
332622.83,163.59,0,0,1,1,0.190901798,0,1,0
229175.05,385.13,0,0,1,1,0.183965437,0,1,1
603805.91,407.42,22.71,4,1,0,0.350732643,0,1,1
162814.91,3289.05,1619.3,1,1,1,0.255050224,1,0,0
185522.68,651.11,530.58,2,0,0,0.287304585,1,0,1
185961.21,1574.1,1363.27,5,2,1,0.783817437,1,1,1
180097.43,1815.67,1796.34,1,1,0,0.887482866,1,1,0
337261.86,123.36,30.96,2,1,0,0.281802762,0,1,0
163532.67,2995.54,1835.1,1,1,1,0.935448797,1,0,1
313065.89,706.71,0,0,1,0,0.20586345,1,1,1
209626.68,890.25,111.33,3,0,0,0.286259505,1,1,0
173458.97,1074.88,0,0,0,0,0.401085349,1,1,1
543046.37,1998.52,0,0,0,0,0.872171608,1,1,1
192207.27,381.23,0,0,0,0,0.116478057,1,1,0
147895.84,700.19,0,0,0,0,0.943806593,0,0,1
140306.24,2640.1,0,0,0,0,0.672066447,1,0,1
207708.86,243.76,96.82,2,1,0,0.077841164,1,1,1
291550.68,1568.46,1027.18,2,1,1,0.75084503,0,1,1
402191.03,3444.25,0,0,0,0,0.794656821,1,1,1
240286.44,631.5,597.86,4,1,1,0.142615119,1,0,0
154147.84,527.42,0,0,0,0,0.651043205,0,0,1
265907.33,53.09,34.75,5,1,1,0.126512587,0,1,0
258229,1673.97,0,0,0,0,0.748986218,0,1,0
344857.9,602.69,0,0,0,0,0.345638345,0,1,1
116075.89,487.64,0,0,0,0,0.133569468,1,0,1
183565.74,1597.09,1090.6,5,1,1,0.674057579,1,1,0
261919.86,3852.65,0,0,0,0,0.87888968,1,1,1
370397.57,429.58,48.38,1,1,1,0.258628732,1,1,0
218069.51,600.9,0,0,0,0,0.99186655,0,1,0
211159.69,1089.04,702.68,1,1,1,0.878959488,0,1,0
436961.41,4191.89,0,0,0,0,0.363191604,1,1,1
149849.96,832.15,0,0,1,1,0.69994348,1,0,1
148847.22,286.97,0,0,0,0,0.186336372,0,0,0
186568.57,714.35,0,0,0,0,0.292738366,1,1,1
236384.08,88.67,0,0,0,0,0.056746711,1,1,1
254019.67,1349.92,0,0,0,0,0.518634871,0,1,1
216667.53,435.12,0,0,0,0,0.473849516,1,0,1
363519.89,349.93,57.77,2,1,1,0.100944637,1,1,1
195632.36,858.58,0,0,0,0,0.308795402,1,0,1
192685.97,1524.24,0,0,0,0,0.432247086,1,1,1
248932.89,1035.84,0,0,1,1,0.652004985,0,1,1
348567.14,934.28,110.89,2,0,0,0.295013558,1,1,0
118860.84,674.52,337.48,3,0,0,0.168488168,1,0,1
241993.22,154.83,0,0,0,0,0.06670701,1,1,1
166009.36,292.75,283.76,5,1,1,0.296480423,0,0,0
528949.56,283.85,191.52,1,0,0,0.282216038,0,1,0
233324.35,656.02,0,0,0,0,0.501143133,0,1,1
363422.61,549.05,0,0,0,0,0.300388559,0,1,1
466111.02,1222.56,618.62,4,3,2,0.574430235,1,1,0
342877.91,551.01,0,0,0,0,0.1922724,1,1,1
161433.33,297.28,0,0,0,0,0.46313771,0,1,0
274794.38,452.31,0,0,0,0,0.438142742,0,1,1
337025.85,1219.81,1212.32,2,1,0,0.519242031,0,1,0
199816.3,303.56,13.77,4,0,0,0.218414221,1,0,0
388869.17,1191.46,0,0,1,0,0.454033897,1,1,1
184821.52,1293.43,951.84,3,0,0,0.328206244,1,1,0
163301.51,1270.37,84.44,1,0,0,0.756425238,1,0,0
224294.94,1759.5,805.05,3,0,0,0.616674426,1,1,1
143376.22,242.91,0,0,0,0,0.176055863,0,0,0
445650.77,430.05,0,0,0,0,0.155164698,1,1,1
225077.9,1242.23,0,0,0,0,0.666878745,0,1,1
249055.42,3536.61,2527.46,4,1,0,0.969204754,1,1,0
200737.99,1840.9,1129.73,1,0,0,0.962520507,1,0,0
333712.41,872.84,0,0,0,0,0.422250067,1,1,1
325913.7,527.29,0,0,0,0,0.591088662,0,1,1
266148.53,665.5,0,0,0,0,0.272750291,1,1,1
200510.99,692.62,134.97,5,0,0,0.373580415,1,1,0
187788.13,3140.07,0,0,0,0,0.852712291,1,1,1
282417.54,1196.57,348.2,2,0,0,0.589097597,0,1,0
309880.75,268.77,0,0,0,0,0.217467576,0,1,1
249836.74,253.5,0,0,0,0,0.325837781,0,1,1
245076.02,512.62,0,0,0,0,0.402382107,0,0,1
158022.05,1235.87,340.4,1,0,0,0.682691176,0,0,0
278513.86,866.9,161.73,1,1,1,0.353347917,1,1,0
124880.46,436.23,0,0,0,0,0.397397611,0,0,0
151717.9,326.22,233.66,1,1,0,0.096963104,1,0,1
228777.05,2074.13,0,0,0,0,0.737651435,1,1,1
452302.99,637.82,0,0,0,0,0.386441719,1,1,1
156558.14,1335.81,0,0,0,0,0.810926092,1,1,1
179023.46,892.2,0,0,0,0,0.616639761,0,0,0
299587.58,227.27,197.26,1,0,0,0.155429609,0,1,1
263479.53,213.9,153.46,2,1,0,0.323957862,0,1,0
279925.72,2358.17,1217.89,1,0,0,0.560183405,1,1,1
131529.32,301.34,0,0,0,0,0.247795678,1,0,0
285130.72,54.54,0,0,1,1,0.081943638,0,1,1
227911.19,2497.09,1590.54,1,1,0,0.942770763,0,1,1
158318.18,705.26,0,0,0,0,0.309355965,0,1,0
277843.94,1556.83,229.25,1,1,0,0.875645572,1,1,0
257761.18,901.93,61.69,5,3,1,0.311353203,1,1,1
168979.77,110.33,0,0,0,0,0.065572962,0,1,1
125153,523.98,0,0,0,0,0.604565316,0,0,0
241246.3,835.49,726.68,2,1,0,0.276790726,0,1,1
326168.2,942.45,0,0,1,0,0.232509316,1,1,1
201091.96,2064.59,1178.96,4,1,0,0.506823649,1,0,0
216603.08,1306.85,322.93,1,0,0,0.877883049,0,1,0
135058.05,534.22,0,0,0,0,0.605282748,0,0,0
364518.71,245.16,0,0,0,0,0.083987928,1,1,1
377631.77,1745.45,0,0,0,0,0.851822332,0,1,1
274826.94,541.97,0,0,0,0,0.23266418,1,1,1
229849.11,4347.77,0,0,0,0,0.962812997,1,1,1
163625.92,70.21,0,0,0,0,0.021151169,1,0,1
229261.81,668.07,486.55,1,1,1,0.988039595,0,1,0
287687.79,8112.38,590.89,3,1,1,0.995153052,1,1,1
293969.64,751.76,211.48,1,0,0,0.638168736,1,1,0
167316.37,2541.33,247.64,2,1,1,0.68294556,1,0,0
200338.55,816.1,0,0,0,0,0.945388647,0,1,0
246005.17,3402.17,640.99,1,1,0,0.501821416,1,1,0
288177,158.52,154.71,4,1,0,0.080539586,0,1,1
281344.93,2280.41,0,0,0,0,0.76605543,1,1,0
226990.95,312.03,214.94,4,1,1,0.220860338,0,0,1
184407.81,1510.51,0,0,0,0,0.794564916,0,1,0
268319.9,293.52,173.15,1,1,1,0.253690901,0,1,0
143206.93,4646.98,0,0,0,0,0.921653967,1,0,1
140306.19,4226.7,0,0,0,0,0.405919331,1,0,0
288360.83,2512.99,1486.11,2,1,0,0.926120692,1,1,0
145229.1,4675.02,2932.27,1,0,0,0.609150623,1,0,0
128901.47,978.21,0,0,0,0,0.43755775,0,0,0
312591.14,64.51,0,0,0,0,0.070474149,0,1,1
453149.03,1379.21,0,0,0,0,0.401456162,1,1,1
153535.58,758.28,409.09,1,0,0,0.750669698,1,0,0
162599.86,91.42,22.1,1,0,0,0.090704787,0,0,1
207524.77,410.62,0,0,0,0,0.204003118,0,1,1
417501.46,427.08,0,0,0,0,0.100636762,1,1,1
176225.45,2334.82,0,0,0,0,0.630008363,1,1,0
196597.14,1724.12,0,0,0,0,0.630252815,1,1,0
250105.27,36.04,28.1,1,0,0,0.080537233,0,1,1
250506.62,422.76,247.84,1,0,0,0.378095394,0,1,0
145552.68,368.58,271.74,5,2,1,0.310185719,0,0,0
142958.13,871.47,38.67,1,1,0,0.528709317,0,0,0
305632.84,274.31,0,0,0,0,0.163624629,1,1,1
224129.45,515.9,446.06,5,1,1,0.700722763,0,1,0
195694.3,1760.39,0,0,0,0,0.620826955,1,1,0
171708.88,858.45,0,0,0,0,0.403749142,1,0,1
430904.01,5009.07,323.38,2,0,0,0.891680827,1,1,0
152155.95,261.59,0,0,0,0,0.244146644,0,0,1
274115,2202.01,0,0,0,0,0.990452925,1,1,1
277232.76,2904.93,800.48,1,1,1,0.761675788,1,1,0
217816.47,1111.79,261.13,1,1,0,0.628910854,0,1,1
215154,2098.56,1632.91,1,1,0,0.58722824,1,1,0
163387.06,1260.59,0,0,0,0,0.850100488,0,1,1
159717.75,1378.48,0,0,0,0,0.984794563,0,1,1
203535.98,648.99,0,0,0,0,0.772074066,0,0,1
118649,1038.13,0,0,0,0,0.364166926,0,0,0
187449.16,558.52,360.89,4,0,0,0.373103368,0,1,0
175063.19,945.04,447.74,1,1,1,0.517859097,1,0,0
173461.26,4646.8,1483.91,1,1,0,0.962803116,1,0,1
365972.84,349.54,154.57,5,1,1,0.368380615,0,1,0
245868.9,354.69,0,0,1,0,0.264208506,0,1,1
249416.98,259.05,259.04,5,2,0,0.140252167,0,1,0
221274.93,1143.84,0,0,1,1,0.783021949,0,1,1
253106.15,64.72,0,0,0,0,0.041189107,1,1,1
170380.88,68.38,0,0,0,0,0.155150024,0,0,1
118793.28,530.63,429.14,5,2,2,0.461444715,0,0,0
263050.44,232.51,76.17,1,0,0,0.108916508,0,1,1
204056.87,174.01,0,0,0,0,0.156226427,0,1,1
379271.22,268.47,0,0,0,0,0.310086787,0,1,1
251855.43,1526.13,0,0,0,0,0.754945947,1,1,0
278902.17,1584.48,202.84,1,0,0,0.48431588,1,1,1
166939.58,2509.72,0,0,0,0,0.529264767,1,0,0
243971.97,1414.09,0,0,0,0,0.647179168,1,1,1
243747.86,598.2,412.12,2,0,0,0.350407621,0,0,0
207901.95,546.61,0,0,0,0,0.372723603,0,1,0
133707.48,782.69,155.82,3,0,0,0.257963779,0,0,0
142129.9,969.45,359.71,4,0,0,0.479055521,0,0,0
278274.61,304.7,0,0,0,0,0.367417174,0,1,1
287473.25,303.66,203.42,3,0,0,0.157183815,0,1,0
129959.94,1094.68,651.83,3,1,1,0.255690029,0,0,1
511013.74,258.3,233.57,1,0,0,0.100160478,0,1,1
194789.6,618.83,193.14,4,2,0,0.136741004,1,1,1
292444.9,485.57,335.61,2,1,0,0.223778259,1,1,1
279351.48,239.59,49.81,1,1,1,0.156526963,0,0,1
309998.17,238.5,232.02,3,1,0,0.139377766,1,1,1
357967.72,858.13,0,0,0,0,0.71858719,0,1,1
606465.57,1939.78,0,0,0,0,0.84939091,1,1,0
123247.4,670.18,0,0,0,0,0.411167826,0,0,0
317253.59,2515.52,0,0,0,0,0.3437854,1,1,1
319987.22,664.82,0,0,0,0,0.472375877,0,1,1
257837.6,83.03,28.86,4,0,0,0.026211459,1,0,1
358448.3,524.42,0,0,0,0,0.2357163,1,1,1
129397.23,158.41,0,0,0,0,0.354159831,0,0,0
420274.21,1641.84,0,0,0,0,0.626477925,1,1,1
324161.32,7024.7,0,0,0,0,0.862744023,1,1,1
145532.39,6166.17,4295.75,1,1,1,0.905488119,1,1,0
185462.93,744.56,0,0,0,0,0.219076686,1,1,1
160035.51,730.47,0,0,0,0,0.971836215,0,1,0
211365.89,650.6,82.85,5,2,0,0.338265807,0,1,0
206571.14,610.93,0,0,0,0,0.220553437,1,0,1
146949.96,1211.5,389.92,4,1,0,0.731755909,0,0,0
149931.35,2977.39,1413.62,3,1,0,0.885132764,1,0,1
388829.36,1051.49,0,0,1,1,0.672135174,0,1,1
170541.6,279.51,0,0,0,0,0.26485869,0,0,1
230390.86,486.73,0,0,0,0,0.935721246,0,1,0
195797.31,1171.23,74.15,1,0,0,0.225832367,1,1,0
180896.4,697.3,292.26,4,2,0,0.55108481,0,1,0
199893.62,2264.91,0,0,0,0,0.421845663,1,1,0
433615.08,607.27,0,0,1,1,0.303906092,1,1,1
191674.15,681.05,20.13,1,0,0,0.268140142,1,0,0
197611.82,216.35,0,0,0,0,0.29136164,0,1,1
388293.11,65.79,0,0,0,0,0.216026457,0,1,1
317712.17,2699.66,0,0,0,0,0.916042833,1,1,1
146528.36,1463.55,0,0,0,0,0.3556479,1,0,1
292739.72,366.69,0,0,0,0,0.066733737,1,1,1
239622.35,110.14,0,0,0,0,0.113065984,0,1,1
226970.25,1320.05,0,0,0,0,0.229030006,1,1,1
218502.06,976.06,914.01,5,1,1,0.252660846,1,1,0
228638.2,1014.2,0,0,0,0,0.213752701,1,1,1
288707.61,1433.85,1185.88,3,1,0,0.649879423,0,1,1
186013.65,2032.39,0,0,0,0,0.366720548,1,1,1
150131.57,6839.21,5143.07,1,1,0,0.931509738,1,0,0
277096.01,271.41,131.56,2,0,0,0.300563061,0,1,0
280659.07,96.64,0,0,0,0,0.155470746,0,1,1
386200.3,856.24,791.91,5,3,1,0.441879512,1,1,0
155745.14,571.67,0,0,1,0,0.472769416,0,0,1
212528.58,5855.89,0,0,0,0,0.494287052,1,1,0
275783.45,1273.36,0,0,0,0,0.305876888,1,1,1
476883.01,605.38,0,0,0,0,0.195736906,1,1,1
140193.54,223.67,0,0,1,0,0.077794986,0,0,1
128010.13,4856.63,4375.61,1,0,0,0.992615783,0,0,0
141998.46,6873.16,0,0,0,0,0.960468299,1,0,0
245630.75,1557.13,797.58,4,1,0,0.202199481,1,1,0
457449.72,4831.68,0,0,0,0,0.849917961,1,1,1
280887.56,1488.08,0,0,0,0,0.853680348,0,1,1
277642.46,129.32,100.8,4,1,1,0.280100377,0,1,1
246833.69,266.43,0,0,0,0,0.216474995,0,1,1
191219.35,1104.32,669.96,1,0,0,0.756403211,0,0,0
333161.44,1312.79,0,0,0,0,0.940637781,0,1,0
251771.98,3296.88,2011.47,2,1,1,0.811139277,1,1,0
159283.96,394.08,0,0,0,0,0.326761929,0,0,0
218790.43,831.12,0,0,0,0,0.268913782,1,1,1
200605.31,886.8,374.71,1,1,0,0.936512715,0,1,0
580726.28,830.26,730.82,1,1,0,0.229795705,1,1,1
468779.34,2027.63,651.17,3,1,0,0.932730925,1,0,1
274433.61,900,754.96,2,0,0,0.455111424,1,1,0
203557.34,1275.52,761.06,1,0,0,0.643632669,1,1,0
209846.29,331.05,190.94,1,0,0,0.053593944,1,1,1
233854.54,1392.22,0,0,0,0,0.622905752,1,1,1
308533.34,557.96,436.99,1,0,0,0.179643281,1,1,1
151199.65,3844.07,0,0,1,1,0.816370512,1,0,1
417145.1,1376.8,0,0,0,0,0.400494168,1,1,1
402389.57,1519.63,1218.43,5,2,0,0.337359461,1,1,1
232286.48,1284.77,0,0,0,0,0.394793479,1,1,1
261402.8,574.38,0,0,0,0,0.634147025,0,1,1
159020.03,1030.69,76.3,5,0,0,0.696314949,0,0,0
185886.48,2893.31,0,0,0,0,0.96727726,1,0,1
611915.61,1659.73,0,0,0,0,0.808426621,1,1,1
351135.61,1021.49,153.43,5,2,1,0.486072963,0,1,0
221252.44,1180.65,0,0,0,0,0.590706531,0,1,0
124216.2,1739.37,874.96,1,1,0,0.875769872,0,0,1
289749.44,897.19,0,0,0,0,0.697889037,1,1,1
192534.01,2807.82,0,0,0,0,0.900808296,1,1,0
326638.76,720.09,0,0,0,0,0.607266572,0,1,1
157078.44,249.24,0,0,0,0,0.163850842,0,0,1
531847.36,2609.65,0,0,0,0,0.742567836,0,1,1
441595.79,1174.64,0,0,0,0,0.210912057,1,1,1
332925.46,209.39,33.51,1,0,0,0.210798046,0,1,1
218267.27,656.46,0,0,0,0,0.256695665,1,1,1
238121.98,3919.26,779.33,4,1,1,0.932653349,1,1,0
150000.86,734.53,0,0,1,1,0.417319857,1,0,0
182668.12,186.1,0,0,0,0,0.115713259,0,0,0
217222.04,302.17,15.46,1,0,0,0.349321514,0,1,0
274695.03,320.7,80.27,1,0,0,0.297996726,0,1,0
222055,1053.3,971.95,5,0,0,0.115996849,1,1,1
342119.45,525.54,0,0,1,0,0.380068783,0,1,1
341969.63,1111.11,0,0,1,1,0.925782205,0,1,1
174472.52,1726.55,1170.68,4,1,1,0.71564,1,1,0
323709.3,894.66,656.04,5,1,0,0.828005071,0,1,0
176438.49,1236.35,0,0,0,0,0.594601379,1,0,0
186518.8,497.7,0,0,0,0,0.226870592,0,1,0
185278.23,807.59,0,0,0,0,0.334476105,0,0,1
141111.64,916.04,0,0,0,0,0.761685409,1,0,0
147375.86,701.22,269.14,5,6,2,0.631275063,0,0,0
422161.58,183.59,0,0,1,1,0.273062681,0,1,1
168698.77,2334.99,588.54,1,0,0,0.232632865,1,0,0
234410.99,4855.87,792.51,2,0,0,0.999367486,1,1,0
259451.68,2692.59,192.84,5,0,0,0.804677745,1,1,1
253912.6,272.13,0,0,0,0,0.173961091,0,1,0
164772.65,261.57,252,1,1,0,0.264000448,0,1,0
448340.11,1139.92,0,0,0,0,0.712691732,0,1,1
197342.1,372.64,0,0,0,0,0.369507647,0,0,0
169430.58,625.28,584.22,1,0,0,0.614284173,0,0,0
167174.45,169.01,6.96,2,0,0,0.212956462,0,0,0
309856.11,576.78,0,0,0,0,0.978114717,0,1,0
262915.17,2155.28,0,0,0,0,0.961896979,0,1,1
132444.81,874.45,0,0,0,0,0.881514173,0,0,0
152552.76,2268.69,0,0,1,0,0.592969284,1,0,1
143952.68,1311.54,229.11,1,0,0,0.54045774,1,0,0
288645.81,230.45,0,0,0,0,0.176713416,0,1,1
167095.29,1344.83,727.95,1,0,0,0.574893048,1,0,0
220967.16,3592.68,1684.19,4,1,0,0.902541129,1,1,0
222677.01,858.1,0,0,0,0,0.527565932,0,1,1
190491.8,253.61,55.06,1,0,0,0.135521118,1,0,0
168468.91,29.07,0,0,0,0,0.039759994,0,1,1
259821.2,532.92,326.27,4,2,0,0.344804615,1,1,0
380899.99,534.27,0,0,0,0,0.557168465,0,1,0
154559.07,686.49,397.99,1,0,0,0.563036473,0,1,0
166814.15,1860.83,0,0,0,0,0.395733339,1,0,1
151679.64,865.39,0,0,0,0,0.200015164,1,1,1
213652.29,358.96,0,0,1,1,0.32184273,0,1,0
353878.29,2780.03,0,0,0,0,0.93818211,1,1,0
280162.25,111.32,89.06,1,1,1,0.056851982,0,1,1
149061.2,626.22,0,0,0,0,0.733736718,0,0,0
218839.15,141.05,0,0,0,0,0.211518041,0,0,1
211323.8,3020.96,754.29,5,0,0,0.615928833,1,1,0
242842.45,94.52,0,0,0,0,0.050054891,0,1,1
231726.84,553.49,235.72,4,2,1,0.449127893,0,1,0
414551.98,1951.22,1829.24,1,0,0,0.854037001,0,1,0
136099.18,2066.93,0,0,1,1,0.84713781,1,0,0
286196.85,2844.18,0,0,0,0,0.867128099,0,1,1
226829.68,2155.41,0,0,0,0,0.33868522,1,1,1
125902.28,420.9,0,0,0,0,0.184367926,0,0,0
244409.75,313.28,0,0,0,0,0.133461586,1,1,1
154311.31,1149.22,0,0,0,0,0.270190866,1,0,1
252888.1,1527.98,1469.89,2,0,0,0.893158946,0,1,0
160982.23,204.67,0,0,0,0,0.117613154,1,0,1
364386.91,1931.11,0,0,0,0,0.621268818,1,1,1
285896.67,1345.63,0,0,0,0,0.941607267,0,1,1
312209.32,49.44,14.45,5,1,1,0.10381825,0,1,0
172180.95,516.8,0,0,0,0,0.181240454,1,0,1
131434.94,262.41,60.31,1,0,0,0.14313391,0,0,0
254554.49,224.68,0,0,1,1,0.05457775,1,1,1
189140.95,586.21,546.04,1,0,0,0.163148431,1,1,1
141779.02,41.55,0,0,0,0,0.016116004,1,0,0
150193.85,175.07,0,0,1,1,0.038559352,1,0,1
322990.03,2146.9,0,0,0,0,0.78865284,1,1,1
157008.22,1265.09,0,0,0,0,0.540482733,1,0,0
182618.33,3940.25,3631.66,1,1,0,0.863846068,1,1,0
172208.83,1309.6,0,0,0,0,0.383866391,1,0,0
272671.91,768.22,112.78,1,0,0,0.228969064,1,1,1
343025.11,5013.21,4717.39,1,0,0,0.71824444,1,1,0
345483.98,1667.14,0,0,0,0,0.722506221,1,1,1
309922.94,817.52,614.81,3,0,0,0.972045052,0,1,0
203268.01,3261.64,0,0,0,0,0.708998528,1,1,0
303140.28,119.72,77.87,3,0,0,0.118571067,0,1,1
273050.17,3119.62,0,0,0,0,0.985786717,1,1,1
256837.44,1176.15,890.67,1,1,1,0.860807953,0,1,0
207434.06,708.31,0,0,1,1,0.179564802,1,0,1
179444.73,1053.31,0,0,0,0,0.960391931,0,0,0
203384.12,469.19,335.14,1,0,0,0.285041093,0,0,0
200574.1,142.45,86.63,1,0,0,0.128395703,0,1,1
195776.74,1398.19,0,0,0,0,0.29076578,1,1,0
189298.29,756.08,331.36,3,1,1,0.276888376,1,1,0
306017.28,284.66,0,0,0,0,0.466083619,0,1,1
182795.95,345.1,0,0,0,0,0.43976067,0,0,0
296385.76,1662.83,0,0,0,0,0.39082423,1,1,1
183086.02,157.13,0,0,0,0,0.164318261,1,0,0
248531.54,673.56,0,0,0,0,0.329584394,0,1,1
336469.13,753.34,42.14,4,1,0,0.387092764,0,1,0
179732.29,494.4,375.44,1,0,0,0.241012889,1,0,1
234367.79,737.03,278.22,2,1,0,0.145354294,1,1,1
121418.19,6341.58,1202.27,2,0,0,0.839909379,1,0,0
279684.38,795.58,304.2,2,0,0,0.426875758,0,1,0
193418.78,309.73,0,0,0,0,0.370493429,0,1,0
248659.63,329.26,0,0,0,0,0.139253033,0,1,0
611883.38,600.51,465.89,1,1,0,0.185485639,0,1,1
241125.64,261.56,0,0,1,1,0.401589207,0,1,1
320933.35,428.95,0,0,0,0,0.194977267,0,1,1
528124.97,371.98,254.54,4,1,0,0.188535291,1,1,1
136825.86,1778.11,1762.33,5,1,1,0.833448058,0,0,0
133834.22,2813.65,0,0,0,0,0.494676157,1,0,0
131469.39,212.41,0,0,0,0,0.141122554,0,0,0
187629.6,212.98,57.85,3,0,0,0.198729179,0,1,1
316949.41,408.51,154.26,2,2,0,0.275699113,1,1,0
241182.08,1155.45,14.41,4,1,1,0.275353989,1,1,1
198684,413.63,0,0,0,0,0.514588287,0,1,1
176806.36,706.77,555.84,4,0,0,0.122652696,1,1,1
287189.03,2577.84,0,0,1,0,0.813219449,1,1,1
269297.1,1637.01,0,0,0,0,0.600889108,1,1,1
545818.73,782.96,293.63,1,0,0,0.840872302,0,1,0
226371.21,932.61,0,0,1,0,0.602586461,0,0,1
306060.67,568.42,144.18,1,1,0,0.402400604,0,1,1
211205.88,5574.91,2418.81,4,0,0,0.4437474,1,0,0
191321.58,55.78,8.12,5,1,0,0.135116653,0,1,0
254194.94,283.71,139.66,2,1,0,0.488934204,0,1,0
500842.89,517.16,0,0,0,0,0.392782659,0,1,1
273417.31,10981.79,5554.04,1,0,0,0.931632513,1,1,0
291719.87,670.22,0,0,0,0,0.371337813,0,1,1
167900.75,1423.82,0,0,0,0,0.246923605,1,0,1
166412.66,259.36,0,0,0,0,0.942455615,0,1,0
394137.18,1480.49,0,0,1,0,0.325944052,1,1,1
226344.09,938.4,0,0,0,0,0.189649353,1,1,1
285772.24,877.72,0,0,1,1,0.463025009,0,1,0
188252.08,1101.15,0,0,0,0,0.551985817,0,1,1
177296.67,4048.82,2460.65,5,2,2,0.720166138,1,0,0
