season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,244
1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,170
1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,87
1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,39
1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,27
1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,2
1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,4
1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,5
1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,27
1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,121
1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,368
1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,662
1,1,3,9,0,3,1,1,0.52,0.5,0.68,0.0,351
1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,188
1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,220
1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,267
1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,254
1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,224
1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,283
1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,356
1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,782
1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,749
1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,472
1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,330
1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,288
1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,202
1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,91
1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,60
1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,23
1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,19
1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,7
1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,14
1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,26
1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,117
1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,381
1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,623
1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,315
1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,164
1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,211
1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,265
1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,273
1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,258
1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,287
1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,426
1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,713
1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,746
1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,425
1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,330
1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,243
1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,169
1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,97
1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,57
1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,26
1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,4
1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,3
1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,3
1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,32
1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,99
1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,278
1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,562
1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,312
1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,180
1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,207
1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,294
1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,260
1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0.0,202
1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,107
1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0.0,129
1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,258
1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,408
1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,296
1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0.0,235
1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0.0,152
1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0.0,148
1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,126
1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,100
1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,69
1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0.0,42
1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0.0,26
1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0.0,2
1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,8
1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,30
1,1,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343,86
1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,218
1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,321
1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,443
1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,585
1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,651
1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,686
1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,690
1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,679
1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,685
1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,648
1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,560
1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,417
1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,271
1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,223
1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0.0,211
1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,185
1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,107
1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,113
1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,56
1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,18
1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,14
1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,6
1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,11
1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,42
1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,96
1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,178
1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,351
1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,368
1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,503
1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,544
1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,521
1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,554
1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,541
1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,541
1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,459
1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,352
1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,198
1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,173
1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,100
1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,46
1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,23
1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,15
1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,8
1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,2
1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0.0,3
1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0.0,31
1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,120
1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,354
1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,579
1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,331
1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,184
1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,201
1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,282
1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,263
1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,260
1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,286
1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,385
1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,721
1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,801
1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,549
1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,330
1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,223
1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,148
1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,54
1,1,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896,29
1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0.0,15
1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,10
1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0.0,3
1,1,3,4,0,2,1,2,0.52,0.5,0.88,0.1343,6
1,1,3,5,0,2,1,2,0.52,0.5,0.94,0.0,20
1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,100
1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,170
1,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,516
1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,325
1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,163
1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,230
1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,261
1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,284
1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,248
1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,244
1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,431
1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,750
1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,801
1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,555
1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,377
1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0.0,277
1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0.0,188
1,1,3,23,0,2,1,1,0.52,0.5,0.83,0.0,90
2,1,3,0,0,3,1,1,0.52,0.5,0.88,0.0,33
2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,26
2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,10
2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,8
2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,4
2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,39
2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239,149
2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194,372
2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045,535
2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642,293
2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642,154
2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,192
2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0.0,229
2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0.0,303
2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0.0,225
2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0.0,243
2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0,378
2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,729
2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,779
2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,582
2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,374
2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,251
2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642,197
2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0.0,125
2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,41
2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,30
2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,6
2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,7
2,1,3,4,0,4,1,2,0.48,0.4697,1.0,0.0896,6
2,1,3,5,0,4,1,2,0.48,0.4697,1.0,0.0896,34
2,1,3,6,0,4,1,2,0.48,0.4697,1.0,0.0896,136
2,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896,361
2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,649
2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,318
2,1,3,10,0,4,1,2,0.5,0.4848,1.0,0.0896,142
2,1,3,11,0,4,1,2,0.52,0.5,0.94,0.0,219
2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,272
2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,298
2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,257
2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,304
2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,425
2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,810
2,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,801
2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,586
2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,424
2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,374
2,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194,220
2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,151
2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0,95
2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0,50
2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,32
2,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045,10
2,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045,3
2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0,34
2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0.0,116
2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,346
2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,662
2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,380
2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,275
2,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045,318
2,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239,471
2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0,428
2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,432
2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,472
2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,589
2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,957
2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,830
2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,686
2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,445
2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,284
2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,271
2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,176
2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0.0,156
2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,128
2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,69
2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,32
2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,7
2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,4
2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,28
2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,70
2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,154
2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,249
2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,345
2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,273
2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,183
2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,196
2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,223
2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,290
2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,177
2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,115
2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,137
2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,133
2,1,3,20,0,6,0,3,0.44,0.4394,1.0,0.194,111
2,1,3,21,0,6,0,3,0.44,0.4394,1.0,0.194,104
2,1,3,22,0,6,0,3,0.44,0.4394,1.0,0.2537,83
2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,105
2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,80
2,1,3,1,0,0,0,2,0.42,0.4242,1.0,0.2537,89
2,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985,35
2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,18
2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,8
2,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537,6
2,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537,18
2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,39
2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,89
2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,118
2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,250
2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,323
2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,360
2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,367
2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,414
2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,421
2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0,492
2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,419
2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,491
2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,375
2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,259
2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,149
2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,111
2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,65
2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,33
2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,28
2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,20
2,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,1
2,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,4
2,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,36
2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,117
2,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,370
2,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,657
2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,282
2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,153
2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,178
2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,279
2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,301
2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,217
2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,223
2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,305
2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,664
2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,684
2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,458
2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,221
2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,186
2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,93
2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,48
2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,10
2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,5
2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,7
2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,4
2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,3
2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,17
2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,101
2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,286
2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,581
2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,267
2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,138
2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,175
2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,220
2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,211
2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,184
2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,200
2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,305
2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,614
2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,644
2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,417
2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,294
2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,221
2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,134
2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,64
2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,30
2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,8
2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,3
2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,5
2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1
2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,40
2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,115
2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,358
2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,658
2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,314
2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,173
2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,222
2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,268
2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,273
2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,221
2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,199
2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,221
2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,604
2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,641
2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,456
2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,362
2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,261
2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,172
2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,93
2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,48
2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,33
2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,6
2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,5
2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,9
2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,32
2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,117
2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,367
2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,654
2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,321
2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,166
2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,220
2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,292
2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,273
2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,238
2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,307
2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,388
2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,703
2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,681
2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,468
2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,335
2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,224
2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,152
2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,94
2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,59
2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,27
2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,7
2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,7
